DEPARTMENT,UACS_DPT_DSC,AGENCY,UACS_AGY_DSC,PREXC_PROG,PREXC_SUBPROG,PAP,Budget Document,PS,MOOE,CO,TOTAL,source_sheet
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200029,"Improvement of Rocha House in Sitio Ubos in Tagbilaran City, Bohol (Declared Important Cultural Property)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200030,"Development of National Museum Complex, Manila, Phase IV",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200031,"Construction of National Museum of the Philippines-Baler in Baler, Aurora (Phase II)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200032,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase IV",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200033,"Repair and Preventive Conservation Maintenance of Casa Rocha (Important Cultural Property) in Tagbilaran City, Bohol",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200034,Restoration and Development of NMP Museums and Declared/Associated Heritage Sites in the Visayas,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200035,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga, and Conversion to National Museum of the Philippines Central Luzon, Phase II",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200036,"Completion of Restoration of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas City",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200037,"Rehabilitation of National Museum of the Philippines Kabayan Burial Caves Site Museum and Satellite Office in Kabayan, Benguet, Phase II",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200038,Completion of the Development of the National Museum Complex in Manila,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200039,"Continuation of the Development of NMP-General Aniceto Lacson Ancestral House in Talisay City, Negros Occidental",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200040,Rehabilitation of the Sewerage System of the National Museum of Fine Arts (Old Legislative Building),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200041,"Development of NMP-Kalibo, Aklan (Phase 1)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200042,"Development of NMP-Koronadal and Lake Sebu, South Cotabato (Phase 1)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200043,"Repair and Restoration of Boljoon Church Complex, Boljoon, Cebu and Development of NMP-Boljoon, Cebu (Phase 1)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200044,"Development of NMP-Paoay, Paoay, Ilocos Norte",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200045,"Development of NMP General Ancieto Lacson Ancestral House, Talisay City, Negros Occidental (Phase 2)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200046,"Development of NMP Kalibo, Aklan (Phase 2)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200047,"Development of NMP Koronadal and Lake Sebu, South Cotabato (Phase 2)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200048,Exhibitions and Fit-out of Various National Museum of the Philippines - Central and Regional Sites - Northern Luzon National Museums,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),005,Philippine High School for the Arts,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),005,Philippine High School for the Arts,1000,100000100002,Administration of Personnel Benefits,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),005,Philippine High School for the Arts,3101,310100100001,"Operation of Philippine High School for the Arts Including Outreach, Screening, Student Exchange Program with Other Countries and Production Activities",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100002,Administration of Personnel Benefits,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100001,"Development of Policies, Standards and Guidelines",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100002,Capacity-Building and Institutional Development of Intermediaries and Other Partners,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100003,Accreditation of ECCD Service Providers,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100004,Establishment of National Child Development Centers,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100002,Administration of Personnel Benefits,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),007,National Academy of Sports,3101,310100100001,"Promotion, Development, and Implementation of Quality and Enhanced Sports-Integrated Secondary Education Program",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),008,Teacher Education Council,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),008,Teacher Education Council,3101,310100100001,Quality Teacher Education Services,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100001,General Administration and Support,NEP 2024,9009149000.0,8883051000.0,2841661000.0,20733861000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100002,Administration of Personnel Benefits,NEP 2024,1364976000.0,0.0,0.0,1364976000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100001,Physical Fitness and School Sports,NEP 2024,7748000.0,706411000.0,0.0,714159000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100002,Development and Management of Bilateral and Multilateral Education Projects,NEP 2024,12777000.0,11088000.0,0.0,23865000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100003,Management and Administration of Learning Resources,NEP 2024,43818000.0,9927000.0,0.0,53745000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100004,Planning and Management Information Systems,NEP 2024,113091000.0,39479000.0,0.0,152570000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100005,Education Information and Communication Services,NEP 2024,20020000.0,53541000.0,0.0,73561000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100006,Learner Support Programs,NEP 2024,2282366000.0,438467000.0,0.0,2720833000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100007,Building Partnerships and Linkages Program,NEP 2024,7940000.0,86726000.0,0.0,94666000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100008,Legal Services and Development of Education-Related Laws and Rules,NEP 2024,20837000.0,73665000.0,0.0,94502000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100009,Child Protection Program,NEP 2024,0.0,72123000.0,0.0,72123000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100010,Disaster Preparedness and Response Program,NEP 2024,9194000.0,2156202000.0,0.0,2165396000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100011,Organizational and Professional Development for Non-Teaching Personnel,NEP 2024,164535000.0,148765000.0,0.0,313300000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100012,Operational Expenses of the DepEd Task Force on the 2022 National and Local Elections,NEP 2024,,,,,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100013,Operational Expenses of the DepEd - Election Task Force,NEP 2024,,,,,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100001,National Assessment Systems for Basic Education,NEP 2024,26358000.0,1053359000.0,351340000.0,1431057000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100002,Policy and Research Program,NEP 2024,1910233000.0,35880000.0,0.0,1946113000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100003,Basic Education Curriculum,NEP 2024,123125000.0,4000000000.0,0.0,4123125000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100004,"Curriculum Programs, Learning Management Models, Standards and Strategy Development",NEP 2024,6218761000.0,1583000.0,0.0,6220344000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100005,Development and Promotion of Campus Journalism,NEP 2024,0.0,75204000.0,0.0,75204000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100006,National Literacy Policies and Programs,NEP 2024,3754000.0,20000000.0,0.0,23754000.0,2024 DepEd - NEP
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100007,Early Language Literacy and Numeracy,NEP 2024,0.0,81675000.0,0.0,81675000.0,2024 DepEd - NEP
